Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
runeIce_LuckyEssence,item_modifiers,mod,,,"Lucky Ice Essence [ae92d5]Rune[-]",,,,,,,,,,,,,,
runeIce_LuckyEssenceDesc,item_modifiers,mod,,,"Invoke the Lucky Ice Essence Runeword to imbue [ae92d5]Armor, Clothing, Tools[-] with the power of Luck, increasing the amount of Ice Essence you find.\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [ae92d5]Lucky Ice Essence[-]: Increased Ice Essence Find\n• [ae92d5]Effectiveness[-]: [ae92d5]+{cvar(.runeIceLuckyEssenceDisplay:0.0)}%[-] Per Rune\n• [ae92d5]Burden[-]: Spirit Cost Per Use [ae92d5]{cvar(.runeIceLuckyEssence_burden:0.0)}[-]\n• [ae92d5]Degradation[-]: Degrade Rate [ae92d5]+{cvar(.runeIceLuckyEssence_degradeDisplay:0.0)}%[-]\n• [ae92d5]Stacking[-]: Multiple Runes and Effects Stack\n[I][d1d1d1]Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_SupporterAstryael,item_modifiers,mod,,,"Astryael’s Eternal Youth [e3bb70]Rune[-]",,,,,,,,,,,,,,
rune_SupporterAstryaelDesc,item_modifiers,mod,,,"[I][d1d1d1]How we live our lives is meaningless! The legacies that we leave behind are the most important things of all. That is how people will remember us![-][/I] Invoke Astryael’s Eternal Youth Runeword to imbue [ae92d5]Armor and Clothing[-] with Healing power. [I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [e3bb70]Rune Ability[-]: Regen Health at [ae92d5]{cvar(.runeSupporterAstryael_c1Display:0)}%[-] Max Health or less with a [ae92d5]{cvar($runeSupporterAstyael:0)}%[-] to Cure All Ailments\n• [e3bb70]Effectiveness[-]: [ae92d5]+{cvar(.runeSupporterAstryael:0.00)}/sec[-] at [ae92d5]{cvar(.runeSupporterAstryael_c1Display:0)}%[-] Health Per Rune\n• [e3bb70]Burden[-]: Spirit Cost Per Use [ae92d5]-{cvar(.runeSupporterAstryael_burden:0.00)}/hit[-]\n• [e3bb70]Degradation[-]: Degrade Rate [ae92d5]+{cvar(.runeSupporterAstryael_degradeDisplay:0.0)}%[-]\n[I][d1d1d1]Runes and Effects Stack. Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_SupporterDragoness,item_modifiers,mod,,,"Dragoness Scale [e3bb70]Rune[-]",,,,,,,,,,,,,,
rune_SupporterDragonessDesc,item_modifiers,mod,,,"[I][d1d1d1]Extracted from the hide of the Legendary Dragoness herself, this Rune contains magical defensive properties.[-][/I] Invoke Dragoness Scale Runeword to imbue [ae92d5]Sorcerer Armor[-] with Physical and Elemental defenses. [I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [e3bb70]Rune Ability[-]: Physical + Elemental Defense\n• [e3bb70]Effectiveness[-]: All Defenses [ae92d5]+{cvar(.runeSupporterDragoness:0.0)}%[-] Per Rune\n• [e3bb70]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeSupporterDragoness_burdenDisplay:0.00)}%[-]\n• [e3bb70]Degradation[-]: Degrade Rate [ae92d5]+{cvar(.runeSupporterDragoness_degradeDisplay:0.0)}%[-]\n[I][d1d1d1]Runes and Effects Stack. Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_AugmentHunger,item_modifiers,mod,,,"Augment Hunger [d7dce4]Rune[-]",,,,,,,,,,,,,,
rune_AugmentHungerDesc,item_modifiers,mod,,,"Invoke the Augment Hunger Runeword to imbue [ae92d5]Armor and Clothing[-] with the power to substantially reduce your hunger. [I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [d7dce4]Rune Ability[-]: Reduce Food Loss by [ae92d5]{cvar(.runeAugmentHungerDisplay:0.0)}%[-]\n• [d7dce4]Effectiveness[-]: [ae92d5]{cvar(.runeAugmentHungerDisplay:0.0)}%[-] Per Rune\n• [d7dce4]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeAugmentHunger_burdenDisplay:0)}[-]\n• [d7dce4]Degradation[-]: Degrade Rate [ae92d5]+{cvar(.runeAugmentHunger_degradeDisplay:0)}%[-]\n[I][d1d1d1]Runes and Effects Stack. Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
runeFire_TurretMeteor,item_modifiers,mod,,,"Starcaller Turret [d7dce4]Rune[-]",,,,,,,,,,,,,,
runeFire_TurretMeteorDesc,item_modifiers,mod,,,"Invoke the Starcaller Turret Runeword to imbue [ae92d5]Spell Turrets[-] with the power to call down Meteors on nearby foes.\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [d7dce4]Rune Ability[-]: Periodically cast Meteor Spell\n• [d7dce4]Effectiveness[-]: [ae92d5]+{cvar($runeFireTurretMeteorDisplay:0.0)}%[-]\n• [d7dce4]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeFireTurretMeteor_burdenDisplay:0.0)}%[-]\n• [d7dce4]Degradation[-]: Degrade Rate [ae92d5]+{cvar($runeFireTurretMeteor_degradeDisplay:0.0)}%[-]\n[I][d1d1d1]Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
runeFire_TurretAuraBurn,item_modifiers,mod,,,"Burning Aura Turret [d7dce4]Rune[-]",,,,,,,,,,,,,,
runeFire_TurretAuraBurnDesc,item_modifiers,mod,,,"Invoke the Burning Aura Turret Runeword to imbue [ae92d5]Spell Turrets[-] with the power to passively incinerate nearby foes.\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [d7dce4]Rune Ability[-]: Passive Burning Aura\n• [d7dce4]Effectiveness[-]: [ae92d5]+{cvar($runeFireTurretAuraBurnDisplay:0.0)}%[-]\n• [d7dce4]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeFireTurretAuraBurn_burdenDisplay:0.0)}%[-]\n• [d7dce4]Degradation[-]: Degrade Rate [ae92d5]+{cvar($runeFireTurretAuraBurn_degradeDisplay:0.0)}%[-]\n[I][d1d1d1]Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
runeIce_TurretAuraChill,item_modifiers,mod,,,"Chilling Aura Turret [d7dce4]Rune[-]",,,,,,,,,,,,,,
runeIce_TurretAuraChillDesc,item_modifiers,mod,,,"Invoke the Chilling Aura Turret Runeword to imbue [ae92d5]Spell Turrets[-] with the power to passively Chill nearby foes.\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [d7dce4]Rune Ability[-]: Passive Chilling Aura\n• [d7dce4]Effectiveness[-]: [ae92d5]+{cvar($runeIceTurretAuraChillDisplay:0.0)}%[-]\n• [d7dce4]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeIceTurretAuraChill_burdenDisplay:0.0)}%[-]\n• [d7dce4]Degradation[-]: Degrade Rate [ae92d5]+{cvar($runeIceTurretAuraChill_degradeDisplay:0.0)}%[-]\n[I][d1d1d1]Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
runeIce_TurretHailstorm,item_modifiers,mod,,,"Hailstorm Turret [d7dce4]Rune[-]",,,,,,,,,,,,,,
runeIce_TurretHailstormDesc,item_modifiers,mod,,,"Invoke the Hailstorm Turret Runeword to imbue [ae92d5]Spell Turrets[-] with the power to summon Hailstorms on nearby foes, Shattering Frozen foes.\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [d7dce4]Rune Ability[-]: Periodically cast Hailstorm\n• [d7dce4]Effectiveness[-]: [ae92d5]+{cvar($runeIceTurretHailstormDisplay:0.0)}%[-]\n• [d7dce4]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeIceTurretHailstorm_burdenDisplay:0.0)}%[-]\n• [d7dce4]Degradation[-]: Degrade Rate [ae92d5]+{cvar($runeIceTurretHailstorm_degradeDisplay:0.0)}%[-]\n[I][d1d1d1]Improved by Rune Mastery.[-][/I]",,,,,,,,,,,,,,
rune_AspectOfFire,item_modifiers,mod,,,"Aspect of Fire [e3bb70]Rune[-]",,,,,,,,,,,,,,
rune_AspectOfFireDesc,item_modifiers,mod,,,"Invoke the Aspect of Fire Runeword to imbue [ae92d5]Chest Armor[-] with the power of Fire, granting you a [ae92d5]Fire Aura[-].\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [e3bb70]Rune Ability[-]: Gain a burning [ae92d5]Fire Aura[-]\n• [e3bb70]Effectiveness[-]: Fire Damage [ae92d5]{cvar($runeAspectOfFire:0)}[-]/sec\n• [e3bb70]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeAspectOfFire_burden_d:0)}%[-]\n• [e3bb70]Removable[-]: Rune may be removed and re-used\n[I][d1d1d1]Improves with Fire Sorcery, Aspect of Fire, Rune Mastery.[-][/I]\n[36dc2a]Press F to activate. Hold F to activate multiple.",,,,,,,,,,,,,,
rune_AspectOfIce,item_modifiers,mod,,,"Aspect of Ice [e3bb70]Rune[-]",,,,,,,,,,,,,,
rune_AspectOfIceDesc,item_modifiers,mod,,,"Invoke the Aspect of Ice Runeword to imbue [ae92d5]Chest Armor[-] with the power of Ice, granting you an [ae92d5]Ice Aura[-].\n[I][U][d1d1d1]Equip to see values[-][/U][/I]:\n• [e3bb70]Rune Ability[-]: Gain a Chilling [ae92d5]Ice Aura[-]\n• [e3bb70]Effectiveness[-]: Ice Damage [ae92d5]{cvar($runeAspectOfIce:0)}[-]/sec\n• [e3bb70]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeAspectOfIce_burden_d:0)}%[-]\n• [e3bb70]Removable[-]: Rune may be removed and re-used\n[I][d1d1d1]Improves with Ice Sorcery, Aspect of Ice, Rune Mastery. Must be Activated to use.[-][/I]\n[36dc2a]Press F to activate. Hold F to activate multiple.",,,,,,,,,,,,,,
rune_ClassSpellcaster1,item_modifiers,mod,,,"Spellcaster I [ff9000]Class Rune[-]",,,,,,,,,,,,,,
rune_ClassSpellcaster1Desc,item_modifiers,mod,,,"This Class Rune affixes to [ae92d5]Gloves[-] and is one of three parts of the Spellcaster Class Set. Equip [I]Spellcaster I. II and III[/I] to unlock the Spellcaster Class Set Bonus.\n• [ff9000]Spellcaster I[-]: +50% All Spellcasting Speed\n• Spellcaster II: [d1d1d1]+50% All Spellcharging Speed[-]\n• Spellcaster III: [d1d1d1]+50% All Spell Charge Duration[-]\n• Spellcaster Set: [d1d1d1]+100% All Spellcasting Speed, Spellcharging Speed and Spell Charge Duration[-]\n• [ff9000]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeClassSpellcaster1_burden_d:0)}%[-]\n• [ff9000]Removable[-]: Rune may be removed and re-used",,,,,,,,,,,,,,
rune_ClassSpellcaster2,item_modifiers,mod,,,"Spellcaster II [ff9000]Class Rune[-]",,,,,,,,,,,,,,
rune_ClassSpellcaster2Desc,item_modifiers,mod,,,"This Class Rune affixes to [ae92d5]Gloves[-] and is one of three parts of the Spellcaster Class Set. Equip [I]Spellcaster I. II and III[/I] to unlock the Spellcaster Class Set Bonus.\n• Spellcaster I: [d1d1d1]+50% All Spellcasting Speed[-]\n• [ff9000]Spellcaster II[-]: +50% All Spellcharging Speed\n• Spellcaster III: [d1d1d1]+50% All Spell Charge Duration[-]\n• Spellcaster Set: [d1d1d1]+100% All Spellcasting Speed, Spellcharging Speed and Spell Charge Duration[-]\n• [ff9000]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeClassSpellcaster2_burden_d:0)}%[-]\n• [ff9000]Removable[-]: Rune may be removed and re-used",,,,,,,,,,,,,,
rune_ClassSpellcaster3,item_modifiers,mod,,,"Spellcaster III [ff9000]Class Rune[-]",,,,,,,,,,,,,,
rune_ClassSpellcaster3Desc,item_modifiers,mod,,,"This Class Rune affixes to [ae92d5]Gloves[-] and is one of three parts of the Spellcaster Class Set. Equip [I]Spellcaster I. II and III[/I] to unlock the Spellcaster Class Set Bonus.\n• Spellcaster I: [d1d1d1]+50% All Spellcasting Speed[-]\n• Spellcaster II: [d1d1d1]+50% All Spellcharging Speed[-]\n• [ff9000]Spellcaster III[-]: +50% All Spell Charge Duration\n• Spellcaster Set: [d1d1d1]+100% All Spellcasting Speed, Spellcharging Speed and Spell Charge Duration[-]\n• [ff9000]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeClassSpellcaster3_burden_d:0)}%[-]\n• [ff9000]Removable[-]: Rune may be removed and re-used",,,,,,,,,,,,,,
rune_ClassSpellcaster,item_modifiers,mod,,,"Spellcaster [ff9000]Class[-]",,,,,,,,,,,,,,
rune_ClassSpellcasterDesc,item_modifiers,mod,,,"You have completed the Spellcaster Class Set by equipping Spellcaster [ff9000]I[-]. [ff9000]II[-] and [ff9000]III[-] Class Runes.\n• [ff9000]Spellcaster I[-]: +50% All Spellcasting Speed\n• [ff9000]Spellcaster II[-]: +50% All Spellcharging Speed\n• [ff9000]Spellcaster III[-]: +50% All Spell Charge Duration\n• [ff9000]Spellcaster Set Bonus[-]: +100% All Spellcasting Speed, Spellcharging Speed and Spell Charge Duration\n• [ff9000]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeClassSpellcaster_burden_d:0)}%[-]\n• [ff9000]Removable[-]: Runes may be removed and re-used\n[I][36dc2a]This Class Set Bonus remains active while all three Class Runes are equipped.[-][/I]",,,,,,,,,,,,,,
rune_ClassAlchemist1,item_modifiers,mod,,,"Alchemist I [ff9000]Class Rune[-]",,,,,,,,,,,,,,
rune_ClassAlchemist1Desc,item_modifiers,mod,,,"This Class Rune affixes to [ae92d5]Sorcerer Bandana[-] and is one of three parts of the Alchemist Class Set. Equip [I]Alchemist I. II and III[/I] to unlock the Alchemist Class Set Bonus.\n• [ff9000]Alchemist I[-]: +50% Potion Potency\n• Alchemist II: [d1d1d1]+100% Crop Harvesting[-]\n• Alchemist III: [d1d1d1]+100% Glass Find[-]\n• Alchemist Set: [d1d1d1]Your Potions now fully affect nearby Allies, +100% Potion Potency, +200% Crop Harvesting, +200% Glass Find.[-]\n• [ff9000]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeClassAlchemist1_burden_d:0)}%[-]\n• [ff9000]Removable[-]: Rune may be removed and re-used",,,,,,,,,,,,,,
rune_ClassAlchemist2,item_modifiers,mod,,,"Alchemist II [ff9000]Class Rune[-]",,,,,,,,,,,,,,
rune_ClassAlchemist2Desc,item_modifiers,mod,,,"This Class Rune affixes to [ae92d5]Sorcerer Bandana[-] and is one of three parts of the Alchemist Class Set. Equip [I]Alchemist I. II and III[/I] to unlock the Alchemist Class Set Bonus.\n• Alchemist I: [d1d1d1]+50% Potion Potency[-]\n• [ff9000]Alchemist II[-]: +100% Crop Harvesting\n• Alchemist III: [d1d1d1]+100% Glass Find[-]\n• Alchemist Set: [d1d1d1]Your Potions now fully affect nearby Allies, +100% Potion Potency, +200% Crop Harvesting, +200% Glass Find.[-]\n• [ff9000]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeClassAlchemist2_burden_d:0)}%[-]\n• [ff9000]Removable[-]: Rune may be removed and re-used",,,,,,,,,,,,,,
rune_ClassAlchemist3,item_modifiers,mod,,,"Alchemist III [ff9000]Class Rune[-]",,,,,,,,,,,,,,
rune_ClassAlchemist3Desc,item_modifiers,mod,,,"This Class Rune affixes to [ae92d5]Sorcerer Bandana[-] and is one of three parts of the Alchemist Class Set. Equip [I]Alchemist I. II and III[/I] to unlock the Alchemist Class Set Bonus.\n• Alchemist I: [d1d1d1]+50% Potion Potency[-]\n• Alchemist II: [d1d1d1]+100% Crop Harvesting[-]\n• [ff9000]Alchemist III[-]: +100% Glass Find\n• Alchemist Set: [d1d1d1]Your Potions now fully affect nearby Allies, +100% Potion Potency, +200% Crop Harvesting, +200% Glass Find.[-]\n• [ff9000]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeClassAlchemist3_burden_d:0)}%[-]\n• [ff9000]Removable[-]: Rune may be removed and re-used",,,,,,,,,,,,,,
rune_ClassAlchemist,item_modifiers,mod,,,"Alchemist [ff9000]Class[-]",,,,,,,,,,,,,,
rune_ClassAlchemistDesc,item_modifiers,mod,,,"You have completed the Alchemist Class Set by equipping Alchemist [ff9000]I[-]. [ff9000]II[-] and [ff9000]III[-] Class Runes.\n• [ff9000]Alchemist I[-]: +50% Potion Potency\n• [ff9000]Alchemist II[-]: +100% Crop Harvesting\n• [ff9000]Alchemist III[-]: +100% Glass Find\n• [ff9000]Alchemist Set Bonus[-]: Your Potions now fully affect nearby Allies, +100% Potion Potency, +200% Crop Harvesting, +200% Glass Find.\n• [ff9000]Burden[-]: Max Spirit Reduced by [ae92d5]-{cvar($runeClassAlchemist_burden_d:0)}%[-]\n• [ff9000]Removable[-]: Runes may be removed and re-used\n[I][36dc2a]This Class Set Bonus remains active while all three Class Runes are equipped.[-][/I]",,,,,,,,,,,,,,

sorceryEnchantingStation,blocks,Workstation,,,"Enchanting Table",,,,,,,,,,,,,,
sorceryEnchantingStationDesc,blocks,Workstation,,,"The [ae92d5]Enchanting Table[-] is required to craft [ae92d5]Runes[-] and other [ae92d5]Enchantments[-] to augment your gear.\n\n[36dc2a]Craft at a Sorcerer Desk[-]",,,,,,,,,,,,,,
sorceryDesk,blocks,Workstation,,,"Sorcerer Desk",,,,,,,,,,,,,,
sorceryDeskDesc,blocks,Workstation,,,"The [ae92d5]Sorcerer Desk[-] is required to craft [ae92d5]Sorcerer Quests[-], [ae92d5]Scrolls[-] and [ae92d5]Sorcery Blocks[-].",,,,,,,,,,,,,,
conjureFire,blocks,Workstation,,,"[970000]Fire[-] Spellforge",,,,,,,,,,,,,,
conjureFireDesc,blocks,Workstation,,,"A Fire [ae92d5]Spellforge[-] is capable of transmuting [ae92d5]Fire Essence[-] into its raw elemental form used for Fire Sorcery crafting. You can craft [ae92d5]Fire Spells[-] and other powerful Fire Sorceries through this process of transmutation, extraction and conjuration.\n\n[36dc2a]Craft at a Sorcerer Desk[-]",,,,,,,,,,,,,,
conjureIce,blocks,Workstation,,,"[02599c]Ice[-] Spellforge",,,,,,,,,,,,,,
conjureIceDesc,blocks,Workstation,,,"An Ice [ae92d5]Spellforge[-] is capable of transmuting [ae92d5]Ice Essence[-] into its raw elemental form used for Ice Sorcery crafting. You can craft [ae92d5]Ice Spells[-] and other powerful Ice Sorceries through this process of transmutation, extraction and conjuration.\n\n[36dc2a]Craft at a Sorcerer Desk[-]",,,,,,,,,,,,,,
conjureLightning,blocks,Workstation,,,"[5c009d]Lightning[-] Spellforge",,,,,,,,,,,,,,
conjureLightningDesc,blocks,Workstation,,,"A Lightning [ae92d5]Spellforge[-] is capable of transmuting [ae92d5]Lightning Essence[-] into its raw elemental form used for Lightning Sorcery crafting. You can craft [ae92d5]Lightning Spells[-] and other powerful Lightning Sorceries through this process of transmutation, extraction and conjuration.\n\n[36dc2a]Craft at a Sorcerer Desk[-]",,,,,,,,,,,,,,
sorceryAlchemyStation,blocks,Workstation,,,"Alchemy Station",,,,,,,,,,,,,,
sorceryAlchemyStationDesc,blocks,Workstation,,,"The Alchemy Station is required to concoct the most complex Potions, Elixirs and Essence Powder.\n\n[36dc2a]Craft at a Sorcerer Desk[-]",,,,,,,,,,,,,,
sorceryArcaneWheel,blocks,Workstation,,,"Arcane Wheel",,,,,,,,,,,,,,
sorceryArcaneWheelDesc,blocks,Workstation,,,"The [ae92d5]Arcane Wheel[-] is required to craft [ae92d5]Threads[-] and [ae92d5]Sorcerer Armors[-].\n\n[36dc2a]Craft at a Sorcerer Desk[-]",,,,,,,,,,,,,,
cnt_SorceryCrateIntro,blocks,Container,,,"Altin's Chest",,,,,,,,,,,,,,
cntLoot_SorceryCrateIntro,blocks,Container,,,"Altin's Chest",,,,,,,,,,,,,,
cnt_SorceryCrateIntroDesc,blocks,Block,,,"Upon receiving this Chest, I was ambushed by what appears to be Fallen Sorcerers... it must contain something important!",,,,,,,,,,,,,,

tip_sorcery_Intro_title,Journal Tip,,,,"[ae92d5]Sorcery[-] The Awakening",,,,,,,,,,,,,,
tip_sorcery_Intro,Journal Tip,,,,"The world's gone to shit and arcane forces are awakening. You'll need to embrace and master the power within you to survive much longer.\n\nStart by exploring the Sorcery skill trees and go down a path that calls to you most. Don't worry, there's no need to rush... if you wanna get your ass handed to you by a Fallen!",,,,,,,,,,,,,,
tip_sorcery_Spirit_title,Journal Tip,,,,"[ae92d5]Sorcery[-] Spirit",,,,,,,,,,,,,,
tip_sorcery_Spirit,Journal Tip,,,,"Spirit is the arcane energy required to perform Sorcery, such as Spellcasting.\n\n[d1d1d1][I]Essentially, your life force as a Sorcerer, you are but mundane without it.[I][-]",,,,,,,,,,,,,,
tip_sorcery_Fallen_title,Journal Tip,,,,"[ae92d5]Sorcery[-] Fallen",,,,,,,,,,,,,,
tip_sorcery_Fallen,Journal Tip,,,,"Fallen Sorcerers that have one goal... raise The Awakened! Due to their dark use of Essence, Fallen can prove exceptionally difficult to defeat in battle. Unorthodox methods must be employed to deport them back to Hell.\n• [ae92d5]Blood[-]: [I]Extract blood by looting before they perish[/I]\n• [ae92d5]Healing[-]: [I]Invokes dark magic to consistently heal self and allies[/I]\n• [ae92d5]Minions[-]: [I]Summons nearby allies. Empowers nearby allies.[/I]\n• [ae92d5]Encounter[-]: [I]Forests, Wasteland, Summoning Rituals[/I]\n• [ae92d5]Strategy[-]: [I]The Elders advise constant movement and consistent blows. Their attacks should be evaded. Ritual Traps and Runes may be employed to ward off their effects.[/I]",,,,,,,,,,,,,,
tip_sorcery_Wisp_title,Journal Tip,,,,"[ae92d5]Sorcery[-] Wisp",,,,,,,,,,,,,,
tip_sorcery_Wisp,Journal Tip,,,,"Immortal beings of pure arcane energy, neutral and timid in nature, they can be looted for their Essence.\n• [ae92d5]Essence[-]: [I]Extract essence by looting before they escape[/I]\n• [ae92d5]Healing[-]: [I]Consistently heals nearby foes[/I]\n• [ae92d5]Aura[-]: [I]Touches nearby foes with their Element[/I]\n• [ae92d5]Minions[-]: [I]Summons nearby foes. Empowers nearby foes.[/I]\n• [ae92d5]Encounter[-]: [I]Wild, Fallen Presence[/I]\n• [ae92d5]Strategy[-]: [I]High mobility must be employed to catch these elusive creatures. When attacked they respond with magical retaliation.[/I]",,,,,,,,,,,,,,
tip_sorcery_Potions_title,Journal Tip,,,,"[ae92d5]Sorcery[-] Potions",,,,,,,,,,,,,,
tip_sorcery_Potions,Journal Tip,,,,"Alchemical concoctions that enhance the stats of, or even grant supernatural abilities to, their consumer. Governed by Alchemy Mastery.\n• [ae92d5]Tier[-]: [I]Initiate, Novice, Adept, Expert, Master[/I]\n• [ae92d5]Potency[-]: [I]Strength or power level of the Potion, typically increased by Alchemy Mastery and Element power of its consumer.[/I]\n• [ae92d5]Crafting[-]: [I]Enchanted Mortar, Alchemy Station[/I]\n• [ae92d5]Looting[-]: [I]Fallen, Awakened[/I]",,,,,,,,,,,,,,
tip_sorcery_Runes_title,Journal Tip,,,,"[ae92d5]Sorcery[-] Runes",,,,,,,,,,,,,,
tip_sorcery_Runes,Journal Tip,,,,"Permanent Enchantments that infuse gear and weaponry with the power of Essence, bestowing transcendent effects and abilities upon the wielding Sorcerer. Governed by Rune Mastery.\n• [ae92d5]Rarity[-]: [I]Common, Rare (silver), Legendary (gold), Class / Set (orange)[/I]\n• [ae92d5]Class Runes[-]: [I]Unlock set bonuses while equipping all runes of a set (ex. I, II & III)[/I]\n• [ae92d5]Burden[-]: [I]Spirit cost per use or maximum spirit reduction.[/I]\n• [ae92d5]Degradation[-]: [I]Rate at which runed gear degrades.[/I]\n• [ae92d5]Effectiveness[-]: [I]Strength or power level of the Rune, typically increased by Rune Mastery and Element power.[/I]\n• [ae92d5]Stacking[-]: [I]Some runes and effects stack.[/I]\n• [ae92d5]Removable[-]: [I]Most runes are permanent.[/I]\n• [ae92d5]Crafting[-]: [I]Enchanting Table, Supporter[/I]\n• [ae92d5]Looting[-]: Fallen, Awakened[/I]",,,,,,,,,,,,,,
tip_sorcery_Scrolls_title,Journal Tip,,,,"[ae92d5]Sorcery[-] Scrolls",,,,,,,,,,,,,,
tip_sorcery_Scrolls,Journal Tip,,,,"Temporary Enchantments that imbue their user with powerful abilities, while some Scrolls even Conjure forth items or Summon creatures. Governed by Sorcery.\n• [ae92d5]Rarity[-]: [I]Common, Rare (silver), Legendary (gold), Transcendent (red)[/I]\n• [ae92d5]Enchantment[-]: [I]Temporary benefit that lasts until duration ends. Typically increased by Element power of its user.[/I]\n• [ae92d5]Duration[-]: [I]Increased by Sorcery Attribute[/I]\n• [ae92d5]Crafting[-]: [I]Sorcerer Desk[/I]\n• [ae92d5]Looting[-]: Fallen, Awakened[/I]",,,,,,,,,,,,,,


quest_skillGrimoire_title,Quest,Quest Info,,,"[e3bb70]+1 Skill Point[-] Offering",,,,,,,,,,,,,,
quest_skillGrimoire_subtitle,Quest,Quest Info,,,"+1 Skill Point Gained",,,,,,,,,,,,,,
quest_skillGrimoire,Quest,Quest Info,,,"Ah, you bring an offering... most splendid! Say, you do know these things are drenched in Fallen Blood, right? All the same! Here, a deals a deal... blooood for power:\n• Gain: [ae92d5]+1 Skill Point[-]\n\n[I][d1d1d1]Unholy Merchant[-][/I]",,,,,,,,,,,,,,

quest_sorceryIntro,Quest,Quest Info,,,"[ae92d5]Sorcery[-] The Awakening",,,,,,,,,,,,,,
quest_sorceryIntro1_title,Quest,Quest Info,,,"[ae92d5]Sorcery[-] The Awakening 1/3",,,,,,,,,,,,,,
quest_sorceryIntro1_subtitle,Quest,Quest Info,,,"Inspect The Burning Corpses",,,,,,,,,,,,,,
quest_sorceryIntro1,Quest,Quest Info,,,"There's little time to explain, so listen carefully... you've noticed it by now, have you not?  The world is... different. There's something much worse on the horizon. The first blood moon, that's when it was discovered. Essence. The Elders believe Essence to be life and creation itself. You won't survive much longer as a mundane, so take this and make haste.\n\n[I][d1d1d1]Unknown[-][/I]",,,,,,,,,,,,,,

quest_sorceryIntro2_title,Quest,Quest Info,,,"[ae92d5]Sorcery[-] The Awakening 2/3",,,,,,,,,,,,,,
quest_sorceryIntro2_subtitle,Quest,Quest Info,,,"Place and Open The Chest",,,,,,,,,,,,,,
quest_sorceryIntro2,Quest,Quest Info,,,"What the hell!?\n...[I][d1d1d1]Fallen, Elders, Blood Moons[-][/I]... none of this makes sense! Who the hell is [I][d1d1d1]Unknown[-][/I] or [I][d1d1d1]Altin[-][/I]? What do they mean Mundane?\n\nMaybe this [ae92d5]Chest[-] has the answers, I should see what's inside...",,,,,,,,,,,,,,

quest_sorceryIntro3_title,Quest,Quest Info,,,"[ae92d5]Sorcery[-] The Awakening 3/3",,,,,,,,,,,,,,
quest_sorceryIntro3_subtitle,Quest,Quest Info,,,"[36dc2a]Consume Skill Elixir to choose an Element[-]",,,,,,,,,,,,,,
quest_sorceryIntro3,Quest,Quest Info,,,"If you're reading this, it's already too late...\nYou must finish what I failed to. The Awakened are coming and they'll stop at nothing to destroy this world.\n\nStart by inciting one of my [ae92d5]Conjuration Scrolls[-] matching the starting Element of your choice. You choose and learn an Element by consuming a [ae92d5]Skill Elixir[-] found on Fallen. Only then will you be able to comprehend my [ae92d5]Journals of Knowledge[-].\n[I][d1d1d1]Sorcerer Altin[-][/I]",,,,,,,,,,,,,,

quest_sorceryIntroTailoring_title,Quest,Quest Info,,,"[ae92d5]Sorcery[-] Tailoring",,,,,,,,,,,,,,
quest_sorceryIntroTailoring_subtitle,Quest,Quest Info,,,"Craft an Arcane Wheel",,,,,,,,,,,,,,
