











SORCERY_START,,LOCALIZATION,,START,,,,,
reqSorceryLightningMasteryElixirUnlock,progression,Perk,New,"[ae92d5]Drink[-]: Altin's [5c009d]Elixir[-] of Lightning Knowledge",,,,,

reqSorcerySupportLevel00,progression,Perk,New,"[9b874d]BECOME A SUPPORTER[-]: www.SorceryMod.com",,,,,
reqSorcerySupportLevel01,progression,Perk,New,"[056900]NOBLE[-]: www.SorceryMod.com",,,,,
reqSorcerySupportLevel02,progression,Perk,New,"[0036b8]LORD[-]: www.SorceryMod.com",,,,,
reqSorcerySupportLevel03,progression,Perk,New,"[6800ff]ROYAL[-]: www.SorceryMod.com",,,,,
reqSorcerySupportLevel04,progression,Perk,New,"[e60000]COUNCIL[-]: www.SorceryMod.com",,,,,
 
questMasterSorcery,items,"Sorcery Quest",New,"This is a Sorcery Quest Item. Read it to initiate a Sorcerer Quest.",,,,,
qs_SorceryIntroNew,items,"Sorcery Quest",New,"Sorcery, The Awakening",,,,,
qs_SorceryIntroNewDesc,items,"Sorcery Quest",New,"You sense something very different in the world. You feel... very different. Read this ominous letter to discover what the hell's going on.",,,,,

qs_SorceryIntroGuide,items,"Sorcery Quest",New,"[ae92d5]Altin's Letter[-]",,,,,
qs_SorceryIntroGuideDesc,items,"Sorcery Quest",New,"If you're reading this, it's already too late...",,,,,

qs_SorceryMastery_FireMastery,items,"Sorcery Quest",New,"Altin's Journal of [970000]Fire Mastery[-]",,,,,
qs_SorceryMastery_FireMasteryDesc,items,"Sorcery Quest",New,"Knowing of the inevitable dangers ahead, Altin constructed Journals of his [970000]Fire[-] studies to aid a successor. He knew this would be necessary in the event of an untimely demise...\n\nYour path to becoming a [970000]Fire Sorcerer[-] starts here.",,,,,
qs_SorceryMastery_IceMastery,items,"Sorcery Quest",New,"Altin's Journal of [02599c]Ice Mastery[-]",,,,,
qs_SorceryMastery_IceMasteryDesc,items,"Sorcery Quest",New,"Knowing of the inevitable dangers ahead, Altin constructed Journals of his [02599c]Ice[-] studies to aid a successor. He knew this would be necessary in the event of an untimely demise...\n\nYour path to becoming an [02599c]Ice Sorcerer[-] starts here.",,,,,
qs_SorceryMastery_LightningMastery,items,"Sorcery Quest",New,"Altin's Journal of [5c009d]Lightning Mastery[-]",,,,,
qs_SorceryMastery_LightningMasteryDesc,items,"Sorcery Quest",New,"Knowing of the inevitable dangers ahead, Altin constructed Journals of his [5c009d]Lightning[-] studies to aid a successor. He knew this would be necessary in the event of an untimely demise...\n\nYour path to becoming a [5c009d]Lightning Sorcerer[-] starts here.",,,,,

qcs_SorcererInitiationFireDesc,items,Fire Sorcery Quest,KgNone,"Sorcery Trial of Fire Quest.",,,,,
qcs_SorcererInitiationFire,items,Sorcery Quest,KgNone,"Sorcery, Trial of Fire",,,,,
qcs_SorcererInitiationFire2,items,Sorcery Quest,KgNone,"Sorcery, Trial of Fire 2 (Core)",,,,,
qcs_SorcererInitiationFire3,items,Sorcery Quest,KgNone,"Sorcery, Trial of Fire 3 (Evolved)",,,,,
qcs_SorcererInitiationFire4,items,Sorcery Quest,KgNone,"Sorcery, Trial of Fire 4 (Ascended)",,,,,
qcs_SorcererInitiationFire5,items,Sorcery Quest,KgNone,"Sorcery, Trial of Fire 5 (Primal)",,,,,

qcs_SorcererInitiationIceDesc,items,Ice Sorcery Quest,KgNone,"Sorcery Trial of Ice Quest.",,,,,
qcs_SorcererInitiationIce,items,Sorcery Quest,KgNone,"Sorcery, Trial of Ice",,,,,
qcs_SorcererInitiationIce2,items,Sorcery Quest,KgNone,"Sorcery, Trial of Ice 2 (Core)",,,,,
qcs_SorcererInitiationIce3,items,Sorcery Quest,KgNone,"Sorcery, Trial of Ice 3 (Evolved)",,,,,
qcs_SorcererInitiationIce4,items,Sorcery Quest,KgNone,"Sorcery, Trial of Ice 4 (Ascended)",,,,,
qcs_SorcererInitiationIce5,items,Sorcery Quest,KgNone,"Sorcery, Trial of Ice 5 (Primal)",,,,,

 
sorceryArmor_Hood,items,Clothes,New,"Sorcerer [2f9970]Hood[-]",,,,,
sorceryArmor_Hood2,items,Clothes,New,"Sorcerer [407fff]Hood[-]",,,,,
sorceryArmor_Hood3,items,Clothes,New,"Sorcerer [e60000]Hood[-]",,,,,

sorceryArmor_Robe,items,Clothes,New,"Sorcerer [2f9970]Robe[-]",,,,,
sorceryArmor_Robe2,items,Clothes,New,"Sorcerer [407fff]Robe[-]",,,,,
sorceryArmor_Robe3,items,Clothes,New,"Sorcerer [e60000]Robe[-]",,,,,

sorceryArmor_Chest,items,Clothes,New,"Sorcerer [2f9970]Chest[-]",,,,,
sorceryArmor_Chest2,items,Clothes,New,"Sorcerer [407fff]Chest[-]",,,,,
sorceryArmor_Chest3,items,Clothes,New,"Sorcerer [e60000]Chest[-]",,,,,

sorceryArmor_Shirt,items,Clothes,New,"Sorcerer [2f9970]Shirt[-]",,,,,
sorceryArmor_Shirt2,items,Clothes,New,"Sorcerer [407fff]Shirt[-]",,,,,
sorceryArmor_Shirt3,items,Clothes,New,"Sorcerer [e60000]Shirt[-]",,,,,

sorceryArmor_Gloves,items,Clothes,New,"Sorcerer [2f9970]Gloves[-]",,,,,
sorceryArmor_Gloves2,items,Clothes,New,"Sorcerer [407fff]Gloves[-]",,,,,
sorceryArmor_Gloves3,items,Clothes,New,"Sorcerer [e60000]Gloves[-]",,,,,

sorceryArmor_Leg,items,Clothes,New,"Sorcerer [2f9970]Leg[-]",,,,,
sorceryArmor_Leg2,items,Clothes,New,"Sorcerer [407fff]Leg[-]",,,,,
sorceryArmor_Leg3,items,Clothes,New,"Sorcerer [e60000]Leg[-]",,,,,

sorceryArmor_Pants,items,Clothes,New,"Sorcerer [2f9970]Pants[-]",,,,,
sorceryArmor_Pants2,items,Clothes,New,"Sorcerer [407fff]Pants[-]",,,,,
sorceryArmor_Pants3,items,Clothes,New,"Sorcerer [e60000]Pants[-]",,,,,

sorceryArmor_Boots,items,Clothes,New,"Sorcerer [2f9970]Boots[-]",,,,,
sorceryArmor_Boots2,items,Clothes,New,"Sorcerer [407fff]Boots[-]",,,,,
sorceryArmor_Boots3,items,Clothes,New,"Sorcerer [e60000]Boots[-]",,,,,

sorceryArmor_Bandana,items,Clothes,New,"Sorcerer [2f9970]Bandana[-]",,,,,
sorceryArmor_Bandana2,items,Clothes,New,"Sorcerer [407fff]Bandana[-]",,,,,
sorceryArmor_Bandana3,items,Clothes,New,"Sorcerer [e60000]Bandana[-]",,,,,

sorceryAccessory_Shades,items,Clothes,New,"Sorcerer [2f9970]Shades[-]",,,,,
sorceryAccessory_Shades2,items,Clothes,New,"Sorcerer [407fff]Shades[-]",,,,,
sorceryAccessory_Shades3,items,Clothes,New,"Sorcerer [e60000]Shades[-]",,,,,


sorceryArmorGroupDesc,items,Clothes,New,"This Essence Infused Armor is worn by Sorcerers to enhance their Spellcasting ability and to move unhindered while doing so. Though it offers little direct protection from damage, the armor possesses power beyond that of mundane reach or comprehension. There appears to be Rune etchings...",,,,,
sorceryAccessoryGroupDesc,items,Clothes,New,"This Essence Infused Accessory is worn by Sorcerers to enhance their Spellcasting ability and to move unhindered while doing so. Though it offers no direct protection from damage, the accessory possesses power beyond that of mundane reach or comprehension. There appears to be Rune etchings...",,,,,

sorceryAmmoArrow_fire,items,SpellAmmo,New,"[970000]Fire[-] Spell Arrow",,,,,
sorceryAmmoArrow_ice,items,SpellAmmo,New,"[02599c]Ice[-] Spell Arrow",,,,,
sorceryAmmoArrow_lightning,items,SpellAmmo,New,"[5c009d]Lightning[-] Spell Arrow",,,,,
sorceryAmmoArrow_omni,items,SpellAmmo,New,"[ae92d5]Omni[-] Spell Arrow",,,,,
sorceryAmmoArrow_fireDesc,items,SpellAmmo,New,"Incinerate the flesh off your foes with this Spell Arrow crafted of primal [970000]Fire[-].\n\n[970000]Fire Mastery[-]: +20% Damage per Level.",,,,, 
sorceryAmmoArrow_iceDesc,items,SpellAmmo,New,"Iceburn and freeze your foes from the inside out with this Spell Arrow crafted of primal [02599c]Ice[-].\n\n[02599c]Ice Mastery[-]: +20% Damage per Level.",,,,, 
sorceryAmmoArrow_lightningDesc,items,SpellAmmo,New,"Shockburn your foes while weakening their feasting efforts with this Spell Arrow crafted of primal [5c009d]Lightning[-].\n\n[5c009d]Lightning Mastery[-]: +20% Damage per Level.",,,,, 
sorceryAmmoArrow_omniDesc,items,SpellAmmo,New,"Deport your foes back to Hell with a barrage of elemental devastation using this Spell Bolt crafted of primal [970000]Fire[-], [02599c]Ice[-] and [5c009d]Lightning[-].\n\n[970000]Fire Mastery[-]: +20% Damage per Level.\n[02599c]Ice Mastery[-]: +20% Damage per Level.\n[5c009d]Lightning Mastery[-]: +20% Damage per Level.",,,,, 

sorceryAmmoBolt_fire,items,SpellAmmo,New,"[970000]Fire[-] Spell Bolt",,,,,
sorceryAmmoBolt_ice,items,SpellAmmo,New,"[02599c]Ice[-] Spell Bolt",,,,,
sorceryAmmoBolt_lightning,items,SpellAmmo,New,"[5c009d]Lightning[-] Spell Bolt",,,,,
sorceryAmmoBolt_omni,items,SpellAmmo,New,"[ae92d5]Omni[-] Spell Bolt",,,,,
sorceryAmmoBolt_fireDesc,items,SpellAmmo,New,"Incinerate the flesh off your foes with this Spell Bolt crafted of primal [970000]Fire[-].\n\n[970000]Fire Mastery[-]: +20% Damage per Level.",,,,, 
sorceryAmmoBolt_iceDesc,items,SpellAmmo,New,"Iceburn and freeze your foes from the inside out with this Spell Bolt crafted of primal [02599c]Ice[-].\n\n[02599c]Ice Mastery[-]: +20% Damage per Level.",,,,, 
sorceryAmmoBolt_lightningDesc,items,SpellAmmo,New,"Shockburn your foes while weakening their feasting efforts with this Spell Bolt crafted of primal [5c009d]Lightning[-].\n\n[5c009d]Lightning Mastery[-]: +20% Damage per Level.",,,,, 
sorceryAmmoBolt_omniDesc,items,SpellAmmo,New,"Deport your foes back to Hell with a barrage of elemental devastation using this Spell Bolt crafted of primal [970000]Fire[-], [02599c]Ice[-] and [5c009d]Lightning[-].\n\n[970000]Fire Mastery[-]: +20% Damage per Level.\n[02599c]Ice Mastery[-]: +20% Damage per Level.\n[5c009d]Lightning Mastery[-]: +20% Damage per Level.",,,,, 

runeFireCauterizeMend,item_modifiers,mod,New,"Mending Cauterize Rune",,,,,
runeFireCauterizeMendDesc,item_modifiers,mod,New,"Invoke the Mending Cauterize Runeword to empower the [Cauterize] ability of a [970000]FIRE SPELLCAST[-] to heal wounds, in addition to, cauterizing them.".,,,,,

runeArmor_fireskin,item_modifiers,mod,New,"[2f9970]RUNE[-]: Fire Skin",,,,, 
runeArmor_fireskin2,item_modifiers,mod,New,"[407fff]RUNE[-]: Fire Skin II",,,,,
runeArmor_fireskin3,item_modifiers,mod,New,"[e60000]RUNE[-]: Fire Skin III",,,,,
runeArmor_fireskinDesc,item_modifiers,mod,New,"Invoke the Fire Skin Runeword to burn your attackers to a crisp. Only [ae92d5]Sorcerer Armor[-] can sustain the power of this Rune.\n\n[970000]Fire Skin[-]: Seldomly engulf attackers in flame.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,
runeArmor_fireskin2Desc,item_modifiers,mod,New,"Invoke the Fire Skin Runeword to burn your attackers to a crisp. Only [ae92d5]Sorcerer Armor[-] can sustain the power of this Rune.\n\n[970000]Fire Skin[-]: Occasionally engulf attackers in flame.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,
runeArmor_fireskin3Desc,item_modifiers,mod,New,"Invoke the Fire Skin Runeword to burn your attackers to a crisp. Only [ae92d5]Sorcerer Armor[-] can sustain the power of this Rune.\n\n[970000]Fire Skin[-]: Frequently engulf attackers in flame.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,

runeArmor_iceskin,item_modifiers,mod,New,"[2f9970]RUNE[-]: Ice Skin",,,,, 
runeArmor_iceskin2,item_modifiers,mod,New,"[407fff]RUNE[-]: Ice Skin II",,,,,
runeArmor_iceskin3,item_modifiers,mod,New,"[e60000]RUNE[-]: Ice Skin III",,,,,
runeArmor_iceskinDesc,item_modifiers,mod,New,"Invoke the Ice Skin Runeword to iceburn and slow your attackers. Only [ae92d5]Sorcerer Armor[-] can sustain the power of this Rune.\n\n[02599c]Ice Skin[-]: Seldomly iceburn attackers.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,
runeArmor_iceskin2Desc,item_modifiers,mod,New,"Invoke the Ice Skin Runeword to iceburn and slow your attackers. Only [ae92d5]Sorcerer Armor[-] can sustain the power of this Rune.\n\n[02599c]Ice Skin[-]: Occasionally iceburn attackers.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,
runeArmor_iceskin3Desc,item_modifiers,mod,New,"Invoke the Ice Skin Runeword to iceburn and slow your attackers. Only [ae92d5]Sorcerer Armor[-] can sustain the power of this Rune.\n\n[02599c]Ice Skin[-]: Frequently iceburn attackers.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,

runeArmor_firenova,item_modifiers,mod,New,"[2f9970]RUNE[-]: Fire Nova",,,,, 
runeArmor_firenova2,item_modifiers,mod,New,"[407fff]RUNE[-]: Fire Nova II",,,,,
runeArmor_firenova3,item_modifiers,mod,New,"[e60000]RUNE[-]: Fire Nova III",,,,,
runeArmor_firenovaDesc,item_modifiers,mod,New,"Invoke the Fire Nova Runeword to knock your attackers on their ass while burning them to a crisp. Only [ae92d5]Sorcerer Armor[-] can sustain the power of this Rune.\n\n[970000]Fire Nova[-]: Seldomly go supernova when attacked, burning and knocking down nearby foes.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,
runeArmor_firenova2Desc,item_modifiers,mod,New,"Invoke the Fire Nova Runeword to knock your attackers on their ass while burning them to a crisp. Only [ae92d5]Sorcerer Armor[-] can sustain the power of this Rune.\n\n[970000]Fire Nova[-]: Occasionally go supernova when attacked, burning and knocking down nearby foes.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,
runeArmor_firenova3Desc,item_modifiers,mod,New,"Invoke the Fire Nova Runeword to knock your attackers on their ass while burning them to a crisp. Only [ae92d5]Sorcerer Armor[-] can sustain the power of this Rune.\n\n[970000]Fire Nova[-]: Frequently go supernova when attacked, burning and knocking down nearby foes.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,

runeArmor_icenova,item_modifiers,mod,New,"[2f9970]RUNE[-]: Ice Nova",,,,, 
runeArmor_icenova2,item_modifiers,mod,New,"[407fff]RUNE[-]: Ice Nova II",,,,,
runeArmor_icenova3,item_modifiers,mod,New,"[e60000]RUNE[-]: Ice Nova III",,,,,
runeArmor_icenovaDesc,item_modifiers,mod,New,"Invoke the Ice Nova Runeword to slow your attackers to a crawl while Iceburning them. Only [ae92d5]Sorcerer Armor[-] can sustain the power of this Rune.\n\n[02599c]Ice Nova[-]: Seldomly go supernova when attacked, iceburning and slowing all nearby foes.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,
runeArmor_icenova2Desc,item_modifiers,mod,New,"Invoke the Ice Nova Runeword to slow your attackers to a crawl while Iceburning them. Only [ae92d5]Sorcerer Armor[-] can sustain the power of this Rune.\n\n[02599c]Ice Nova[-]: Occasionally go supernova when attacked, iceburning and slowing all nearby foes.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,
runeArmor_icenova3Desc,item_modifiers,mod,New,"Invoke the Ice Nova Runeword to slow your attackers to a crawl while Iceburning them. Only [ae92d5]Sorcerer Armor[-] can sustain the power of this Rune.\n\n[02599c]Ice Nova[-]: Frequently go supernova when attacked, iceburning and slowing all nearby foes.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,

runeSpellcast_firestorm,item_modifiers,mod,New,"[2f9970]RUNE[-]: Fire Storm",,,,, 
runeSpellcast_firestorm2,item_modifiers,mod,New,"[407fff]RUNE[-]: Fire Storm II",,,,,
runeSpellcast_firestorm3,item_modifiers,mod,New,"[e60000]RUNE[-]: Fire Storm III",,,,,
runeSpellcast_firestormDesc,item_modifiers,mod,New,"Invoke the Fire Storm Runeword to unleash fiery hell on your foes while casting. Only [ae92d5]Spellcast Weapons[-] can sustain the power of this Rune.\n\n[970000]Fire Storm[-]: Seldomly conjure a Fire Storm on your foe when landing a direct Spell.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,
runeSpellcast_firestorm2Desc,item_modifiers,mod,New,"Invoke the Fire Storm Runeword to unleash fiery hell on your foes while casting. Only [ae92d5]Spellcast Weapons[-] can sustain the power of this Rune.\n\n[970000]Fire Storm[-]: Occasionally conjure a Fire Storm on your foe when landing a direct Spell.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,
runeSpellcast_firestorm3Desc,item_modifiers,mod,New,"Invoke the Fire Storm Runeword to unleash fiery hell on your foes while casting. Only [ae92d5]Spellcast Weapons[-] can sustain the power of this Rune.\n\n[970000]Fire Storm[-]: Frequently conjure a Fire Storm on your foe when landing a direct Spell.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,

runeSpellcast_deepfreeze,item_modifiers,mod,New,"[2f9970]RUNE[-]: Deep Freeze",,,,, 
runeSpellcast_deepfreeze2,item_modifiers,mod,New,"[407fff]RUNE[-]: Deep Freeze II",,,,,
runeSpellcast_deepfreeze3,item_modifiers,mod,New,"[e60000]RUNE[-]: Deep Freeze III",,,,,
runeSpellcast_deepfreezeDesc,item_modifiers,mod,New,"Invoke the Deep Freeze Runeword to freeze your foes in time while casting. Only [ae92d5]Spellcast Weapons[-] can sustain the power of this Rune.\n\n[02599c]Deep Freeze[-]: Seldomly Deep Freeze your foe when landing a direct spell.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,
runeSpellcast_deepfreeze2Desc,item_modifiers,mod,New,"Invoke the Deep Freeze Runeword to freeze your foes in time while casting. Only [ae92d5]Spellcast Weapons[-] can sustain the power of this Rune.\n\n[02599c]Deep Freeze[-]: Occasionally Deep Freeze your foe when landing a direct spell.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,
runeSpellcast_deepfreeze3Desc,item_modifiers,mod,New,"Invoke the Deep Freeze Runeword to freeze your foes in time while casting. Only [ae92d5]Spellcast Weapons[-] can sustain the power of this Rune.\n\n[02599c]Deep Freeze[-]: Frequently Deep Freeze your foe when landing a direct spell.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,

runeSpellcast_lightningstrike,item_modifiers,mod,New,"[2f9970]RUNE[-]: Lightning Strike",,,,, 
runeSpellcast_lightningstrike2,item_modifiers,mod,New,"[407fff]RUNE[-]: Lightning Strike II",,,,,
runeSpellcast_lightningstrike3,item_modifiers,mod,New,"[e60000]RUNE[-]: Lightning Strike III",,,,,
runeSpellcast_lightningstrikeDesc,item_modifiers,mod,New,"Invoke the Lightning Strike Runeword to call down bolts of lightning on your foes while casting. Only [ae92d5]Spellcast Weapons[-] can sustain the power of this Rune.\n\n[5c009d]Lightning Strike[-]: Seldomly strike your foe with Lightning when landing a direct spell.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,
runeSpellcast_lightningstrike2Desc,item_modifiers,mod,New,"Invoke the Lightning Strike Runeword to call down bolts of lightning on your foes while casting. Only [ae92d5]Spellcast Weapons[-] can sustain the power of this Rune.\n\n[5c009d]Lightning Strike[-]: Occasionally strike your foe with Lightning when landing a direct spell.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,
runeSpellcast_lightningstrike3Desc,item_modifiers,mod,New,"Invoke the Lightning Strike Runeword to call down bolts of lightning on your foes while casting. Only [ae92d5]Spellcast Weapons[-] can sustain the power of this Rune.\n\n[5c009d]Lightning Strike[-]: Frequently strike your foe with Lightning when landing a direct spell.\n[ae92d5]Spirit Burden[-]: 20% (reduced by Rune Mastery).",,,,,

runeGeneral_spiritboon,item_modifiers,mod,New,"[2f9970]RUNE[-]: Spirit Boon",,,,, 
runeGeneral_spiritboon2,item_modifiers,mod,New,"[407fff]RUNE[-]: Spirit Boon II",,,,,
runeGeneral_spiritboon3,item_modifiers,mod,New,"[e60000]RUNE[-]: Spirit Boon III",,,,,
runeGeneral_spiritboonDesc,item_modifiers,mod,New,"Invoke the Spirit Boon Runeword to lessen the Burden of harnessing Runes and to improve Spirit Regeneration. Only [ae92d5]Spellcast Weapons[-] and [ae92d5]Sorcerer Armor[-] can sustain the power of this Rune.\n\n[6600cc]Spirit Boon[-]: 2% Spirit Regen (improved by Rune Mastery) while also lessening the burden of harnessing additional Runes.",,,,,
runeGeneral_spiritboon2Desc,item_modifiers,mod,New,"Invoke the Spirit Boon Runeword to lessen the Burden of harnessing Runes and to improve Spirit Regeneration. Only [ae92d5]Spellcast Weapons[-] and [ae92d5]Sorcerer Armor[-] can sustain the power of this Rune.\n\n[6600cc]Spirit Boon[-]: 6% Spirit Regen (improved by Rune Mastery) while also lessening the burden of harnessing additional Runes.",,,,,
runeGeneral_spiritboon3Desc,item_modifiers,mod,New,"Invoke the Spirit Boon Runeword to lessen the Burden of harnessing Runes and to improve Spirit Regeneration. Only [ae92d5]Spellcast Weapons[-] and [ae92d5]Sorcerer Armor[-] can sustain the power of this Rune.\n\n[6600cc]Spirit Boon[-]: 10% Spirit Regen (improved by Rune Mastery) while also lessening the burden of harnessing additional Runes.",,,,,

runeGeneral_fireessenceboon,item_modifiers,mod,New,"[2f9970]RUNE[-]: Fire Essence Boon",,,,, 
runeGeneral_fireessenceboon2,item_modifiers,mod,New,"[407fff]RUNE[-]: Fire Essence Boon II",,,,,
runeGeneral_fireessenceboon3,item_modifiers,mod,New,"[e60000]RUNE[-]: Fire Essence Boon III",,,,,
runeGeneral_fireessenceboonDesc,item_modifiers,mod,New,"Invoke the Fire Essence Boon Runeword to discover and harvest more Fire Essence in the world. Only [ae92d5]Tools[-] can sustain the power of this Rune.\n\n[970000]Essence Boon[-]: Discover and Harvest 10% more Fire Essence from all sources.\n[ae92d5]Stamina Burden[-]: 1% (reduced by Rune Mastery).",,,,,
runeGeneral_fireessenceboon2Desc,item_modifiers,mod,New,"Invoke the Fire Essence Boon Runeword to discover and harvest more Fire Essence in the world. Only [ae92d5]Tools[-] can sustain the power of this Rune.\n\n[970000]Essence Boon[-]: Discover and Harvest 20% more Fire Essence from all sources.\n[ae92d5]Stamina Burden[-]: 1% (reduced by Rune Mastery).",,,,,
runeGeneral_fireessenceboon3Desc,item_modifiers,mod,New,"Invoke the Fire Essence Boon Runeword to discover and harvest more Fire Essence in the world. Only [ae92d5]Tools[-] can sustain the power of this Rune.\n\n[970000]Essence Boon[-]: Discover and Harvest 30% more Fire Essence from all sources.\n[ae92d5]Stamina Burden[-]: 1% (reduced by Rune Mastery).",,,,,

runeGeneral_iceessenceboon,item_modifiers,mod,New,"[2f9970]RUNE[-]: Ice Essence Boon",,,,, 
runeGeneral_iceessenceboon2,item_modifiers,mod,New,"[407fff]RUNE[-]: Ice Essence Boon II",,,,,
runeGeneral_iceessenceboon3,item_modifiers,mod,New,"[e60000]RUNE[-]: Ice Essence Boon III",,,,,
runeGeneral_iceessenceboonDesc,item_modifiers,mod,New,"Invoke the Ice Essence Boon Runeword to discover and harvest more Ice Essence in the world. Only [ae92d5]Tools[-] can sustain the power of this Rune.\n\n[02599c]Essence Boon[-]: Discover and Harvest 10% more Ice Essence from all sources.\n[ae92d5]Stamina Burden[-]: 1% (reduced by Rune Mastery).",,,,,
runeGeneral_iceessenceboon2Desc,item_modifiers,mod,New,"Invoke the Ice Essence Boon Runeword to discover and harvest more Ice Essence in the world. Only [ae92d5]Tools[-] can sustain the power of this Rune.\n\n[02599c]Essence Boon[-]: Discover and Harvest 20% more Ice Essence from all sources.\n[ae92d5]Stamina Burden[-]: 1% (reduced by Rune Mastery).",,,,,
runeGeneral_iceessenceboon3Desc,item_modifiers,mod,New,"Invoke the Ice Essence Boon Runeword to discover and harvest more Ice Essence in the world. Only [ae92d5]Tools[-] can sustain the power of this Rune.\n\n[02599c]Essence Boon[-]: Discover and Harvest 30% more Ice Essence from all sources.\n[ae92d5]Stamina Burden[-]: 1% (reduced by Rune Mastery).",,,,,

runeGeneral_lightningessenceboon,item_modifiers,mod,New,"[2f9970]RUNE[-]: Lightning Essence Boon",,,,, 
runeGeneral_lightningessenceboon2,item_modifiers,mod,New,"[407fff]RUNE[-]: Lightning Essence Boon II",,,,,
runeGeneral_lightningessenceboon3,item_modifiers,mod,New,"[e60000]RUNE[-]: Lightning Essence Boon III",,,,,
runeGeneral_lightningessenceboonDesc,item_modifiers,mod,New,"Invoke the Lightning Essence Boon Runeword to discover and harvest more Lightning Essence in the world. Only [ae92d5]Tools[-] can sustain the power of this Rune.\n\n[5c009d]Essence Boon[-]: Discover and Harvest 10% more Lightning Essence from all sources.\n[ae92d5]Stamina Burden[-]: 1% (reduced by Rune Mastery).",,,,,
runeGeneral_lightningessenceboon2Desc,item_modifiers,mod,New,"Invoke the Lightning Essence Boon Runeword to discover and harvest more Lightning Essence in the world. Only [ae92d5]Tools[-] can sustain the power of this Rune.\n\n[5c009d]Essence Boon[-]: Discover and Harvest 20% more Lightning Essence from all sources.\n[ae92d5]Stamina Burden[-]: 1% (reduced by Rune Mastery).",,,,,
runeGeneral_lightningessenceboon3Desc,item_modifiers,mod,New,"Invoke the Lightning Essence Boon Runeword to discover and harvest more Lightning Essence in the world. Only [ae92d5]Tools[-] can sustain the power of this Rune.\n\n[5c009d]Essence Boon[-]: Discover and Harvest 30% more Lightning Essence from all sources.\n[ae92d5]Stamina Burden[-]: 1% (reduced by Rune Mastery).",,,,,

runeGeneral_lockshatter,item_modifiers,mod,New,"[2f9970]RUNE[-]: Lock Shatter",,,,, 
runeGeneral_lockshatter2,item_modifiers,mod,New,"[407fff]RUNE[-]: Lock Shatter II",,,,,
runeGeneral_lockshatter3,item_modifiers,mod,New,"[e60000]RUNE[-]: Lock Shatter III",,,,,
runeGeneral_lockshatterDesc,item_modifiers,mod,New,"Invoke the Lock Shatter Runeword to imbue a Tool with Safe Lock Breaking power. Only [ae92d5]Tools[-] can sustain the power of this Rune and will endure immense burden (reduced by Rune Mastery).\n\n[6600cc]Lock Shatter[-]: Damage Safe Locks with magical force on each swing.\n[ae92d5]Stamina Burden[-]: 20% (reduced by Rune Mastery).",,,,,
runeGeneral_lockshatter2Desc,item_modifiers,mod,New,"Invoke the Lock Shatter Runeword to imbue a Tool with Safe Lock Breaking power. Only [ae92d5]Tools[-] can sustain the power of this Rune and will endure heavy burden (reduced by Rune Mastery).\n\n[6600cc]Lock Shatter[-]: Destroy Safe Locks with magical force on each swing.\n[ae92d5]Stamina Burden[-]: 20% (reduced by Rune Mastery).",,,,,
runeGeneral_lockshatter3Desc,item_modifiers,mod,New,"Invoke the Lock Shatter Runeword to imbue a Tool with Safe Lock Breaking power. Only [ae92d5]Tools[-] can sustain the power of this Rune and will endure light burden (reduced by Rune Mastery).\n\n[6600cc]Lock Shatter[-]: Obliterate Safe Locks with magical force on each swing.\n[ae92d5]Stamina Burden[-]: 20% (reduced by Rune Mastery).",,,,,

runeUnique_altinstouch,item_modifiers,mod,New,"[9b874d]RUNE[-]: Altin's Touch",,,,, 
